7795;0;0.00;inf
7847;1;0.00;inf
7898;2;0.00;872.00
7949;3;0.00;872.00
8000;4;0.00;872.00
8050;5;0.00;872.00
8100;6;0.00;872.00
8149;7;0.00;872.00
8204;8;0.00;872.00
8266;9;0.00;872.00
8314;10;0.00;872.00
8396;11;0.00;872.00
8485;12;0.00;872.00
8547;13;0.00;872.00
8597;14;0.00;872.00
8648;15;0.00;872.00
8696;16;0.00;872.00
8742;17;0.00;872.00
8805;18;0.00;872.00
8881;19;0.00;872.00
8944;20;0.00;872.00
8988;21;0.00;872.00
9035;22;0.00;872.00
9078;23;0.00;580.00
9122;24;0.00;580.00
9166;25;0.00;445.00
9218;26;0.00;445.00
9260;27;0.00;445.00
9299;28;0.00;445.00
9340;29;0.00;445.00
9380;30;0.00;445.00
9423;31;0.00;445.00
9462;32;0.00;445.00
9506;33;0.00;445.00
9548;34;0.00;445.00
9587;35;0.00;445.00
9630;36;0.00;445.00
9666;37;0.00;445.00
9700;38;0.00;445.00
9737;39;0.00;445.00
9783;40;0.00;445.00
9874;41;0.00;445.00
9924;42;0.00;445.00
9967;43;0.00;445.00
10026;44;0.00;445.00
10096;45;0.00;445.00
10159;46;0.00;445.00
10207;47;0.00;445.00
10255;48;0.00;445.00
10294;49;0.00;445.00
10331;50;0.00;445.00
10376;51;0.00;445.00
10413;52;0.00;445.00
10448;53;0.00;445.00
10483;54;0.00;445.00
10524;55;0.00;445.00
10570;56;0.00;445.00
10617;57;0.00;445.00
10662;58;0.00;445.00
10702;59;0.00;445.00
10739;60;0.00;445.00
10772;61;0.00;445.00
10810;62;0.00;445.00
10854;63;0.00;445.00
10894;64;0.00;445.00
10934;65;0.00;445.00
10968;66;0.00;445.00
11001;67;0.00;445.00
11034;68;0.00;445.00
11068;69;0.00;445.00
11102;70;0.00;445.00
11139;71;0.00;445.00
11179;72;0.00;445.00
11222;73;0.00;445.00
11263;74;0.00;445.00
11303;75;0.00;445.00
11342;76;0.00;445.00
11384;77;0.00;445.00
11426;78;0.00;429.00
11459;79;0.00;429.00
11494;80;0.00;429.00
11530;81;0.00;429.00
11569;82;0.00;429.00
11615;83;0.00;429.00
11652;84;0.00;429.00
11694;85;0.00;429.00
11734;86;0.00;429.00
11770;87;0.00;429.00
11804;88;0.00;429.00
11843;89;0.00;429.00
11881;90;0.00;429.00
11921;91;0.00;429.00
11954;92;0.00;429.00
11985;93;0.00;429.00
12015;94;0.00;429.00
12049;95;0.00;348.00
12086;96;0.00;348.00
12137;97;0.00;348.00
12166;98;0.00;348.00
12206;99;0.00;348.00
12243;100;0.00;348.00
12283;101;0.00;348.00
12322;102;0.00;348.00
12364;103;0.00;348.00
12402;104;0.00;348.00
12439;105;0.00;348.00
12474;106;0.00;348.00
12523;107;0.00;348.00
12570;108;0.00;348.00
12611;109;0.00;348.00
12650;110;0.00;348.00
12688;111;0.00;348.00
12725;112;0.00;348.00
12764;113;0.00;348.00
12800;114;0.00;348.00
12836;115;0.00;348.00
12870;116;0.00;348.00
12901;117;0.00;348.00
12936;118;0.00;348.00
12977;119;0.00;348.00
13020;120;0.00;348.00
13060;121;0.00;348.00
13098;122;0.00;348.00
13135;123;0.00;348.00
13170;124;0.00;348.00
13203;125;0.00;348.00
13235;126;0.00;348.00
13266;127;0.00;348.00
13296;128;0.00;348.00
13350;129;0.00;348.00
13387;130;0.00;348.00
13421;131;0.00;348.00
13452;132;0.00;348.00
13488;133;0.00;348.00
13523;134;0.00;348.00
13559;135;0.00;348.00
13590;136;0.00;348.00
13621;137;0.00;348.00
13641;138;0.00;348.00
13674;139;0.00;348.00
13703;140;0.00;348.00
13748;141;0.00;348.00
13792;142;0.00;348.00
13832;143;0.00;348.00
13869;144;0.00;348.00
13905;145;0.00;348.00
13941;146;0.00;163.00
13975;147;0.00;163.00
14003;148;0.00;163.00
14045;149;0.00;163.00
14085;150;0.00;163.00
14128;151;0.00;163.00
14173;152;0.00;163.00
14209;153;0.00;163.00
14242;154;0.00;163.00
14275;155;0.00;163.00
14311;156;0.00;163.00
14348;157;0.00;163.00
14386;158;0.00;163.00
14418;159;0.00;163.00
14454;160;0.00;163.00
14487;161;0.00;163.00
14519;162;0.00;163.00
14550;163;0.00;163.00
14579;164;0.00;163.00
14610;165;0.00;163.00
14641;166;0.00;163.00
14670;167;0.00;163.00
14696;168;0.00;163.00
14721;169;0.00;163.00
14745;170;0.00;163.00
14772;171;0.00;163.00
14795;172;0.00;163.00
14832;173;0.00;163.00
14870;174;0.00;163.00
14906;175;0.00;163.00
14941;176;0.00;163.00
14975;177;0.00;163.00
15004;178;0.00;163.00
15040;179;0.00;163.00
15073;180;0.00;163.00
15105;181;0.00;163.00
15142;182;0.00;163.00
15177;183;0.00;163.00
15209;184;0.00;163.00
15242;185;0.00;163.00
15274;186;0.00;163.00
15320;187;0.00;70.00
15364;188;0.00;70.00
15403;189;0.00;70.00
15437;190;0.00;70.00
15468;191;0.00;70.00
15498;192;0.00;70.00
15532;193;0.00;70.00
15563;194;0.00;70.00
15592;195;0.00;70.00
15626;196;0.00;70.00
15654;197;0.00;70.00
15683;198;0.00;70.00
15712;199;0.00;70.00
15747;200;0.00;70.00
15783;201;0.00;70.00
15820;202;0.00;70.00
15854;203;0.00;70.00
15888;204;0.00;70.00
15921;205;0.00;70.00
15951;206;0.00;70.00
15984;207;0.00;70.00
16016;208;0.00;70.00
16048;209;0.00;70.00
16079;210;0.00;70.00
16109;211;0.00;70.00
16144;212;0.00;70.00
16177;213;0.00;70.00
16203;214;0.00;70.00
16246;215;0.00;70.00
16287;216;0.00;70.00
16326;217;0.00;70.00
16365;218;0.00;70.00
16403;219;0.00;70.00
16438;220;0.00;70.00
16471;221;0.00;70.00
16510;222;0.00;70.00
16549;223;0.00;70.00
16588;224;0.00;70.00
16627;225;0.00;70.00
16662;226;0.00;70.00
16697;227;0.00;70.00
16734;228;0.00;70.00
16769;229;0.00;70.00
16799;230;0.00;70.00
16829;231;0.00;70.00
16860;232;0.00;70.00
16903;233;0.00;70.00
16932;234;0.00;70.00
16963;235;0.00;70.00
16998;236;0.00;70.00
17025;237;0.00;70.00
17054;238;0.00;70.00
17091;239;0.00;70.00
17125;240;0.00;70.00
17162;241;0.00;70.00
17195;242;0.00;70.00
17237;243;0.00;70.00
17266;244;0.00;70.00
17304;245;0.00;70.00
17342;246;0.00;70.00
17377;247;0.00;70.00
17409;248;0.00;70.00
17442;249;0.00;70.00
17473;250;0.00;70.00
17502;251;0.00;70.00
17542;252;0.00;70.00
17580;253;0.00;70.00
17617;254;0.00;70.00
17651;255;0.00;70.00
17684;256;0.00;70.00
17715;257;0.00;70.00
17746;258;0.00;70.00
17783;259;0.00;70.00
17817;260;0.00;70.00
17853;261;0.00;70.00
17885;262;0.00;70.00
17916;263;0.00;70.00
17944;264;0.00;70.00
17971;265;0.00;70.00
18007;266;0.00;70.00
18042;267;0.00;70.00
18075;268;0.00;70.00
18106;269;0.00;70.00
18134;270;0.00;70.00
18161;271;0.00;70.00
18186;272;0.00;70.00
18211;273;0.00;70.00
18245;274;0.00;70.00
18283;275;0.00;70.00
18316;276;0.00;70.00
18344;277;0.00;70.00
18377;278;0.00;70.00
18412;279;0.00;70.00
18445;280;0.00;70.00
18478;281;0.00;70.00
18507;282;0.00;70.00
18540;283;0.00;70.00
18580;284;0.00;70.00
18618;285;0.00;70.00
18657;286;0.00;70.00
18692;287;0.00;70.00
18725;288;0.00;70.00
18757;289;0.00;70.00
18787;290;0.00;70.00
18816;291;0.00;70.00
18843;292;0.00;70.00
18879;293;0.00;70.00
18911;294;0.00;70.00
18942;295;0.00;70.00
18971;296;0.00;70.00
19009;297;0.00;70.00
19044;298;0.00;70.00
19075;299;0.00;70.00
19103;300;0.00;70.00
19140;301;0.00;70.00
19183;302;0.00;70.00
19211;303;0.00;70.00
19239;304;0.00;70.00
19272;305;0.00;70.00
19309;306;0.00;70.00
19346;307;0.00;70.00
19374;308;0.00;70.00
19406;309;0.00;70.00
19442;310;0.00;70.00
19479;311;0.00;70.00
19523;312;0.00;70.00
19554;313;0.00;70.00
19590;314;0.00;70.00
19622;315;0.00;70.00
19661;316;0.00;70.00
19700;317;0.00;70.00
19738;318;0.00;70.00
19762;319;0.00;70.00
19798;320;0.00;70.00
19833;321;0.00;70.00
19856;322;0.00;70.00
19877;323;0.00;70.00
19900;324;0.00;70.00
19931;325;0.00;70.00
19959;326;0.00;70.00
19996;327;0.00;70.00
20029;328;0.00;70.00
20061;329;0.00;70.00
20093;330;0.00;70.00
20129;331;0.00;70.00
20165;332;0.00;70.00
20197;333;0.00;70.00
20232;334;0.00;70.00
20270;335;0.00;70.00
20307;336;0.00;70.00
20345;337;0.00;70.00
20378;338;0.00;70.00
20410;339;0.00;70.00
20439;340;0.00;70.00
20474;341;0.00;70.00
20508;342;0.00;70.00
20541;343;0.00;70.00
20570;344;0.00;70.00
20600;345;0.00;70.00
20632;346;0.00;70.00
20652;347;0.00;52.00
20669;348;0.00;52.00
20687;349;0.00;52.00
20724;350;0.00;52.00
20758;351;0.00;52.00
20786;352;0.00;52.00
20814;353;0.00;52.00
20847;354;0.00;52.00
20879;355;0.00;52.00
20909;356;0.00;52.00
20938;357;0.00;52.00
20967;358;0.00;52.00
20995;359;0.00;52.00
21022;360;0.00;52.00
21047;361;0.00;52.00
21075;362;0.00;52.00
21102;363;0.00;52.00
21133;364;0.00;52.00
21168;365;0.00;52.00
21201;366;0.00;52.00
21232;367;0.00;52.00
21266;368;0.00;52.00
21294;369;0.00;52.00
21326;370;0.00;52.00
21359;371;0.00;52.00
21388;372;0.00;52.00
21421;373;0.00;52.00
21458;374;0.00;52.00
21493;375;0.00;52.00
21525;376;0.00;52.00
21562;377;0.00;52.00
21596;378;0.00;52.00
21627;379;0.00;52.00
21657;380;0.00;52.00
21687;381;0.00;52.00
21717;382;0.00;52.00
21753;383;0.00;52.00
21787;384;0.00;52.00
21822;385;0.00;52.00
21856;386;0.00;52.00
21889;387;0.00;52.00
21915;388;0.00;52.00
21945;389;0.00;52.00
21976;390;0.00;52.00
22012;391;0.00;52.00
22036;392;0.00;52.00
22060;393;0.00;52.00
22084;394;0.00;52.00
22107;395;0.00;52.00
22138;396;0.00;52.00
22158;397;0.00;52.00
22190;398;0.00;52.00
22223;399;0.00;52.00
22253;400;0.00;52.00
22283;401;0.00;52.00
22310;402;0.00;52.00
22347;403;0.00;52.00
22382;404;0.00;52.00
22415;405;0.00;52.00
22445;406;0.00;52.00
22473;407;0.00;52.00
22505;408;0.00;52.00
22533;409;0.00;52.00
22567;410;0.00;52.00
22601;411;0.00;52.00
22633;412;0.00;52.00
22663;413;0.00;52.00
22689;414;0.00;52.00
22705;415;0.00;52.00
22739;416;0.00;52.00
22767;417;0.00;52.00
22796;418;0.00;52.00
22819;419;0.00;52.00
22857;420;0.00;52.00
22889;421;0.00;52.00
22917;422;0.00;52.00
22944;423;0.00;52.00
22972;424;0.00;52.00
23005;425;0.00;52.00
23036;426;0.00;52.00
23070;427;0.00;52.00
23106;428;0.00;52.00
23140;429;0.00;52.00
23175;430;0.00;52.00
23208;431;0.00;52.00
23243;432;0.00;52.00
23286;433;0.00;52.00
23318;434;0.00;52.00
23352;435;0.00;52.00
23382;436;0.00;52.00
23412;437;0.00;52.00
23439;438;0.00;52.00
23458;439;0.00;52.00
23490;440;0.00;52.00
23520;441;0.00;52.00
